date,region,category,total_sales,total_profit
2023-08-19,South,Furniture,431.13,52.589999999999996
2023-08-19,West,Furniture,1329.51,217.82
2023-08-19,Central,Office Supplies,665.49,42.01
2023-08-19,Central,Technology,98.55,19.36
2023-08-19,South,Technology,376.49,37.2
2023-08-19,West,Office Supplies,611.26,75.04
2023-08-19,Central,Furniture,143.19,34.25
2023-08-20,Central,Technology,736.74,185.41
2023-08-20,West,Furniture,457.42,72.38
2023-08-20,South,Technology,468.73,69.23
2023-08-20,East,Office Supplies,465.28,37.92
2023-08-20,Central,Furniture,2725.9900000000002,286.14
2023-08-20,East,Technology,711.23,115.17
2023-08-20,West,Office Supplies,1853.62,179.69
2023-08-20,South,Furniture,978.1,203.14
2023-08-20,South,Office Supplies,1184.95,175.37
2023-08-20,Central,Office Supplies,1349.56,314.19
2023-08-21,East,Technology,805.02,198.5
2023-08-21,Central,Technology,893.81,226.21
2023-08-21,West,Furniture,650.24,125.34
2023-08-21,South,Furniture,149.67,42.49
2023-08-21,South,Technology,913.6800000000001,103.24
2023-08-21,West,Technology,785.22,222.91
2023-08-21,Central,Furniture,864.21,242.98
2023-08-21,West,Office Supplies,949.84,76.82
2023-08-21,South,Office Supplies,69.07,13.8
2023-08-22,South,Technology,1005.63,271.90999999999997
2023-08-22,South,Office Supplies,965.13,206.92
2023-08-22,Central,Technology,286.04,83.07
2023-08-22,East,Furniture,927.34,147.3
2023-08-22,West,Technology,772.6800000000001,87.55
2023-08-22,East,Office Supplies,889.56,208.95
2023-08-22,East,Technology,243.7,59.19
2023-08-22,West,Furniture,970.97,177.36
2023-08-23,East,Technology,487.87,104.0
2023-08-23,South,Furniture,2003.24,337.86
2023-08-23,South,Office Supplies,1241.68,85.02000000000001
2023-08-23,Central,Technology,425.69,35.3
2023-08-23,East,Office Supplies,3210.93,675.6899999999999
2023-08-23,Central,Office Supplies,368.18,69.64
2023-08-24,South,Office Supplies,526.92,123.57
2023-08-24,South,Technology,733.3,77.49
2023-08-24,Central,Office Supplies,845.83,112.56
2023-08-24,East,Technology,805.42,180.47
2023-08-24,East,Office Supplies,85.76,20.04
2023-08-24,South,Furniture,436.49,60.49
2023-08-24,West,Furniture,335.93,45.74
2023-08-25,East,Furniture,441.77,122.65
2023-08-25,Central,Office Supplies,33.65,3.79
2023-08-25,West,Technology,1322.3899999999999,200.32
2023-08-25,Central,Furniture,2188.11,630.11
2023-08-25,Central,Technology,1318.05,233.85999999999999
2023-08-25,South,Office Supplies,1177.75,287.62
2023-08-25,East,Technology,995.06,98.85
2023-08-25,West,Office Supplies,494.65,65.84
2023-08-25,South,Furniture,291.23,50.379999999999995
2023-08-26,East,Office Supplies,568.03,42.78
2023-08-26,Central,Technology,1576.4499999999998,286.36
2023-08-26,East,Technology,788.79,207.86
2023-08-26,South,Technology,429.74,66.42
2023-08-26,West,Technology,223.65,38.11
2023-08-26,East,Furniture,328.51,97.07
2023-08-26,West,Furniture,808.0899999999999,171.72
2023-08-26,South,Furniture,857.98,67.51
2023-08-26,South,Office Supplies,453.16,119.66
2023-08-27,Central,Office Supplies,1935.94,260.5
2023-08-27,East,Furniture,1791.02,374.48
2023-08-27,East,Office Supplies,2519.06,507.47999999999996
2023-08-27,West,Technology,415.91,24.33
2023-08-27,West,Office Supplies,690.09,138.05
2023-08-27,Central,Technology,1189.71,230.93
2023-08-27,West,Furniture,347.83,50.04
2023-08-27,South,Technology,971.6100000000001,100.21000000000001
2023-08-27,Central,Furniture,1189.8,219.26999999999998
2023-08-27,South,Furniture,313.58,44.64
2023-08-27,East,Technology,421.89,38.48
2023-08-27,South,Office Supplies,1054.3799999999999,217.96
2023-08-28,East,Furniture,894.33,53.17
2023-08-28,South,Technology,760.84,108.34
2023-08-28,South,Office Supplies,541.96,52.379999999999995
2023-08-28,East,Technology,583.96,66.38
2023-08-28,West,Technology,1520.88,188.76000000000002
2023-08-28,Central,Technology,1184.32,213.88
2023-08-28,East,Office Supplies,1891.1399999999999,293.49
2023-08-28,South,Furniture,371.12,90.03
2023-08-28,Central,Furniture,957.79,94.34
2023-08-28,West,Furniture,676.49,37.4
2023-08-29,South,Office Supplies,948.39,153.98000000000002
2023-08-29,Central,Office Supplies,1058.23,292.78999999999996
2023-08-29,South,Furniture,959.34,149.11
2023-08-29,East,Technology,844.75,97.09
2023-08-29,Central,Furniture,325.34,18.02
2023-08-29,South,Technology,171.19,25.23
2023-08-29,West,Office Supplies,1500.3100000000002,221.42999999999998
2023-08-29,West,Technology,581.15,94.24
2023-08-29,East,Office Supplies,393.79,75.62
2023-08-29,West,Furniture,225.88,16.78
2023-08-30,South,Office Supplies,1119.67,141.46
2023-08-30,South,Furniture,751.09,191.81
2023-08-30,West,Technology,921.15,186.77
2023-08-30,West,Furniture,845.86,56.56
2023-08-30,Central,Technology,187.29,52.4
2023-08-30,East,Office Supplies,599.91,66.54
2023-08-30,Central,Furniture,154.21,18.56
2023-08-30,East,Technology,830.86,238.8
2023-08-31,Central,Technology,374.61,74.79
2023-08-31,East,Furniture,840.74,106.3
2023-08-31,South,Technology,828.36,87.85
2023-08-31,South,Furniture,980.57,192.9
2023-08-31,South,Office Supplies,918.82,260.1
2023-08-31,Central,Office Supplies,1483.48,270.38
2023-08-31,Central,Furniture,1536.13,126.44
2023-08-31,East,Office Supplies,95.68,10.98
2023-08-31,West,Technology,1918.29,360.7
2023-09-01,South,Furniture,869.23,194.73
2023-09-01,West,Technology,2178.33,447.37
2023-09-01,East,Office Supplies,1517.54,338.0
2023-09-01,West,Furniture,611.59,145.52
2023-09-01,Central,Technology,1274.58,304.65
2023-09-01,Central,Office Supplies,128.81,10.76
2023-09-02,East,Furniture,1202.23,317.34000000000003
2023-09-02,South,Technology,277.57,74.63
2023-09-02,West,Furniture,25.06,5.87
2023-09-02,Central,Office Supplies,1484.23,147.51
2023-09-02,Central,Furniture,1172.36,280.87
2023-09-02,West,Technology,662.8199999999999,86.69
2023-09-02,East,Technology,917.9,212.22
2023-09-03,West,Office Supplies,1156.93,208.63
2023-09-03,West,Technology,652.24,169.31
2023-09-03,East,Office Supplies,644.37,74.42
2023-09-03,Central,Furniture,1512.23,241.67999999999998
2023-09-03,Central,Technology,708.99,193.49
2023-09-03,South,Technology,971.66,257.68
2023-09-04,West,Furniture,2020.94,333.27
2023-09-04,South,Furniture,474.34,142.2
2023-09-04,East,Technology,709.0,107.22
2023-09-04,East,Office Supplies,687.9599999999999,101.08999999999999
2023-09-04,South,Technology,1306.44,181.01
2023-09-04,Central,Technology,444.29,122.83
2023-09-04,Central,Furniture,725.69,51.63
2023-09-05,South,Office Supplies,942.31,146.75
2023-09-05,Central,Furniture,1554.65,316.46000000000004
2023-09-05,East,Office Supplies,225.7,33.63
2023-09-05,East,Furniture,389.19,93.51
2023-09-05,East,Technology,1086.58,250.41
2023-09-05,West,Technology,1388.1399999999999,172.06
2023-09-05,West,Furniture,149.65,8.92
2023-09-05,Central,Technology,1573.29,216.03
2023-09-05,South,Furniture,1229.88,279.83000000000004
2023-09-06,East,Office Supplies,732.12,124.81
2023-09-06,East,Technology,1540.05,345.18
2023-09-06,Central,Office Supplies,380.01,91.44
2023-09-06,Central,Technology,1835.05,153.69
2023-09-06,South,Furniture,1029.37,81.22
2023-09-06,South,Technology,567.1,115.98
2023-09-06,West,Furniture,939.4,90.27000000000001
2023-09-06,East,Furniture,979.45,151.86
2023-09-07,Central,Furniture,629.53,46.64
2023-09-07,Central,Office Supplies,1218.89,166.52
2023-09-07,East,Office Supplies,1139.4,140.47
2023-09-07,South,Technology,1798.0699999999997,213.84999999999997
2023-09-07,East,Technology,54.11,12.71
2023-09-07,West,Office Supplies,1735.69,246.07
2023-09-07,South,Office Supplies,857.97,139.51
2023-09-07,East,Furniture,1172.15,300.67
2023-09-07,South,Furniture,721.41,99.77
2023-09-08,South,Furniture,1806.5,257.38
2023-09-08,Central,Office Supplies,1079.76,178.93
2023-09-08,West,Technology,1293.62,204.64
2023-09-08,West,Office Supplies,901.0799999999999,83.21000000000001
2023-09-08,South,Technology,910.31,96.71
2023-09-08,Central,Furniture,2393.24,332.71000000000004
2023-09-08,West,Furniture,155.97,29.94
2023-09-08,Central,Technology,321.66,30.83
2023-09-08,East,Office Supplies,242.58,40.96
2023-09-09,West,Furniture,1221.75,227.85000000000002
2023-09-09,West,Technology,585.32,37.0
2023-09-09,Central,Technology,1665.71,317.41
2023-09-09,East,Technology,2113.31,384.65
2023-09-09,East,Furniture,763.0,86.99
2023-09-09,West,Office Supplies,333.25,47.07
2023-09-09,South,Office Supplies,558.43,117.11
2023-09-09,East,Office Supplies,1179.3600000000001,84.3
2023-09-09,Central,Furniture,958.49,258.72
2023-09-10,West,Office Supplies,68.63,5.62
2023-09-10,Central,Technology,295.66,20.75
2023-09-10,West,Technology,608.59,70.42
2023-09-10,South,Technology,800.57,186.87
2023-09-10,South,Furniture,824.02,214.57
2023-09-10,West,Furniture,962.23,169.33999999999997
2023-09-10,East,Office Supplies,1411.96,274.91999999999996
2023-09-11,South,Office Supplies,1260.31,175.41000000000003
2023-09-11,South,Furniture,211.06,34.79
2023-09-11,Central,Furniture,874.8299999999999,141.1
2023-09-11,East,Technology,887.08,118.16
2023-09-11,West,Office Supplies,2603.23,431.81
2023-09-11,West,Technology,744.47,136.66
2023-09-11,Central,Office Supplies,117.35,28.04
2023-09-12,East,Office Supplies,993.35,271.52
2023-09-12,South,Technology,1265.84,178.06
2023-09-12,South,Furniture,1756.46,303.05
2023-09-12,Central,Office Supplies,1657.1,387.98
2023-09-12,West,Office Supplies,816.94,183.07
2023-09-12,Central,Technology,953.0,136.68
2023-09-12,West,Furniture,483.59999999999997,128.29
2023-09-13,South,Office Supplies,689.12,92.7
2023-09-13,East,Furniture,666.49,94.69
2023-09-13,West,Furniture,613.89,37.18
2023-09-13,South,Furniture,810.51,234.5
2023-09-13,Central,Technology,499.82,138.18
2023-09-13,Central,Furniture,1922.6,450.53
2023-09-13,South,Technology,609.39,137.62
2023-09-13,Central,Office Supplies,530.78,122.93
2023-09-13,East,Technology,1841.74,396.4
2023-09-13,East,Office Supplies,1228.13,237.71
2023-09-13,West,Office Supplies,297.06,78.69
2023-09-14,East,Technology,179.83,43.12
2023-09-14,Central,Technology,1017.81,103.28999999999999
2023-09-14,South,Furniture,621.97,105.63
2023-09-14,East,Furniture,834.38,85.07
2023-09-14,East,Office Supplies,220.4,59.79
2023-09-14,West,Furniture,1074.6,206.09
2023-09-14,South,Office Supplies,670.69,201.04
2023-09-14,West,Office Supplies,787.08,63.66
2023-09-14,Central,Furniture,821.16,62.919999999999995
2023-09-15,East,Office Supplies,1534.3400000000001,202.01999999999998
2023-09-15,Central,Technology,1668.3600000000001,228.16
2023-09-15,East,Technology,900.08,58.6
2023-09-15,Central,Furniture,588.95,130.95
2023-09-15,East,Furniture,1350.24,157.97
2023-09-15,Central,Office Supplies,1339.57,100.95
2023-09-15,South,Technology,813.73,218.69
2023-09-15,West,Office Supplies,615.11,109.55
2023-09-15,West,Technology,970.14,157.64
2023-09-16,South,Technology,657.53,37.83
2023-09-16,West,Office Supplies,97.38,26.85
2023-09-16,West,Technology,42.0,2.55
2023-09-16,East,Technology,3908.3999999999996,632.28
2023-09-16,Central,Technology,1223.58,313.13
2023-09-16,East,Furniture,1696.6599999999999,153.66000000000003
2023-09-16,West,Furniture,902.52,231.78
2023-09-16,East,Office Supplies,2481.7400000000002,369.55000000000007
2023-09-17,East,Furniture,2059.52,389.52
2023-09-17,West,Technology,1417.96,161.12
2023-09-17,East,Office Supplies,1785.94,306.38
2023-09-17,South,Technology,1136.48,136.16
2023-09-17,South,Furniture,1337.37,181.11
2023-09-17,East,Technology,910.41,124.47
2023-09-17,West,Office Supplies,725.89,155.1
2023-09-17,South,Office Supplies,947.42,265.83
2023-09-17,Central,Office Supplies,1331.48,295.68
2023-09-18,Central,Furniture,953.89,216.06
2023-09-18,West,Technology,499.15999999999997,33.959999999999994
2023-09-18,South,Furniture,36.23,6.55
2023-09-18,South,Office Supplies,883.49,129.78
2023-09-18,Central,Office Supplies,410.38,74.88
2023-09-19,Central,Office Supplies,733.34,36.68
2023-09-19,East,Office Supplies,596.59,175.83
2023-09-19,West,Office Supplies,854.55,118.23
2023-09-19,South,Technology,625.42,91.97
2023-09-19,West,Furniture,534.88,131.21
2023-09-19,South,Furniture,1012.62,126.07999999999998
2023-09-19,West,Technology,119.2,12.84
2023-09-19,East,Furniture,280.04999999999995,33.47
2023-09-20,South,Office Supplies,252.16,69.84
2023-09-20,West,Furniture,561.69,76.53
2023-09-20,Central,Furniture,852.89,89.43
2023-09-21,West,Technology,717.58,87.05
2023-09-21,Central,Technology,802.92,110.93
2023-09-21,West,Furniture,413.62,61.06
2023-09-21,South,Office Supplies,123.39,16.82
2023-09-21,Central,Office Supplies,714.74,107.55000000000001
2023-09-21,South,Technology,953.62,285.53
2023-09-21,Central,Furniture,338.01,66.88
2023-09-21,East,Furniture,343.55,78.52
2023-09-21,East,Office Supplies,860.73,102.74
2023-09-22,Central,Technology,486.67,97.45
2023-09-22,East,Technology,1040.87,142.57999999999998
2023-09-22,East,Furniture,284.84,62.34
2023-09-22,South,Office Supplies,691.08,60.48
2023-09-22,Central,Furniture,148.09,14.73
2023-09-22,West,Office Supplies,167.37,24.92
2023-09-22,South,Furniture,1423.44,218.45999999999998
2023-09-22,South,Technology,730.57,201.39
2023-09-22,Central,Office Supplies,1174.24,237.04000000000002
2023-09-22,East,Office Supplies,1351.56,281.43
2023-09-22,West,Technology,540.24,150.39
2023-09-23,Central,Technology,78.58,18.13
2023-09-23,Central,Office Supplies,522.13,60.49
2023-09-23,South,Technology,975.48,81.89
2023-09-23,East,Technology,1241.87,213.01
2023-09-23,East,Furniture,927.3199999999999,57.46
2023-09-24,Central,Office Supplies,1667.2499999999998,351.15999999999997
2023-09-24,Central,Furniture,955.26,266.01
2023-09-24,East,Technology,507.93,68.9
2023-09-24,West,Technology,944.05,126.01
2023-09-24,West,Furniture,548.88,67.72
2023-09-24,South,Technology,460.62,116.97
2023-09-24,East,Furniture,232.62,66.87
2023-09-24,Central,Technology,2697.01,595.4899999999999
2023-09-25,West,Technology,136.67,28.18
2023-09-25,Central,Technology,576.63,86.62
2023-09-25,South,Furniture,2753.4,499.57000000000005
2023-09-25,South,Technology,887.35,74.99
2023-09-25,East,Office Supplies,20.7,1.76
2023-09-25,Central,Furniture,330.37,84.87
2023-09-25,West,Furniture,1418.6100000000001,294.21999999999997
2023-09-25,East,Technology,915.89,200.02
2023-09-25,East,Furniture,930.89,219.62
2023-09-26,West,Technology,1584.65,237.31
2023-09-26,Central,Furniture,1793.27,358.33
2023-09-26,East,Furniture,468.73,83.61
2023-09-26,South,Technology,1476.65,301.21
2023-09-26,South,Furniture,1289.25,371.78000000000003
2023-09-26,Central,Technology,347.05,27.84
2023-09-26,Central,Office Supplies,444.2,118.39
2023-09-26,West,Office Supplies,1469.87,270.7
2023-09-26,East,Office Supplies,1592.78,293.21
2023-09-27,East,Furniture,817.71,210.8
2023-09-27,South,Office Supplies,1158.06,204.19
2023-09-27,South,Technology,1143.49,171.84
2023-09-27,West,Office Supplies,316.64,63.02
2023-09-27,Central,Furniture,1412.66,234.88
2023-09-27,East,Office Supplies,62.66,9.19
2023-09-27,West,Furniture,1362.99,179.55
2023-09-27,West,Technology,1428.6100000000001,110.71
2023-09-28,West,Office Supplies,971.71,126.56
2023-09-28,East,Office Supplies,631.13,44.39
2023-09-28,West,Furniture,525.27,83.21
2023-09-28,West,Technology,342.8,70.85
2023-09-28,South,Furniture,1001.0699999999999,278.18
2023-09-28,East,Furniture,387.23,72.5
2023-09-28,East,Technology,295.68,84.86
2023-09-28,South,Office Supplies,1610.33,269.58
2023-09-29,Central,Office Supplies,1223.58,155.45999999999998
2023-09-29,West,Technology,435.42,64.58
2023-09-29,South,Furniture,1930.4500000000003,326.77
2023-09-29,South,Office Supplies,700.07,117.95
2023-09-29,West,Furniture,1038.27,145.82
2023-09-29,East,Technology,1851.1,336.28999999999996
2023-09-29,West,Office Supplies,1301.75,134.61
2023-09-29,East,Office Supplies,409.33,74.09
2023-09-30,Central,Technology,1450.2,205.3
2023-09-30,South,Technology,1834.47,325.85
2023-09-30,West,Technology,977.69,242.54
2023-09-30,Central,Furniture,586.35,174.45
2023-09-30,South,Office Supplies,831.62,130.12
2023-09-30,West,Furniture,1223.43,229.09
2023-09-30,South,Furniture,601.85,178.13
2023-09-30,East,Office Supplies,1763.23,261.95
2023-09-30,West,Office Supplies,1094.1100000000001,224.65
2023-10-01,West,Technology,1502.1100000000001,256.93
2023-10-01,West,Office Supplies,670.07,177.38
2023-10-01,East,Furniture,467.68,129.8
2023-10-01,South,Technology,2063.08,392.87
2023-10-01,Central,Office Supplies,351.57,56.99
2023-10-01,South,Furniture,626.36,147.33
2023-10-01,Central,Technology,112.85,26.66
2023-10-02,West,Furniture,2470.38,237.89
2023-10-02,South,Office Supplies,488.30999999999995,67.33
2023-10-02,West,Office Supplies,837.94,106.89
2023-10-02,South,Technology,357.58,54.13
2023-10-02,South,Furniture,1050.4099999999999,205.6
2023-10-02,East,Furniture,1065.2,185.29000000000002
2023-10-02,West,Technology,861.6,226.46
2023-10-02,Central,Furniture,959.27,187.87
2023-10-02,East,Technology,537.61,75.51
2023-10-02,Central,Technology,108.06,30.28
2023-10-03,Central,Technology,605.16,98.79
2023-10-03,West,Office Supplies,861.33,103.04
2023-10-03,South,Technology,1090.1299999999999,165.72
2023-10-03,West,Furniture,769.42,133.31
2023-10-03,South,Furniture,1535.22,308.68
2023-10-03,West,Technology,1915.0900000000001,446.76
2023-10-03,Central,Office Supplies,499.90999999999997,117.83
2023-10-03,South,Office Supplies,449.82,79.69
2023-10-04,Central,Technology,1160.3,261.77
2023-10-04,Central,Office Supplies,1424.86,275.45000000000005
2023-10-04,East,Technology,972.61,190.73
2023-10-04,West,Technology,955.73,210.29
2023-10-04,West,Furniture,854.19,116.17
2023-10-04,South,Furniture,918.74,113.1
2023-10-05,South,Technology,322.25,33.88
2023-10-05,Central,Office Supplies,952.36,163.20999999999998
2023-10-05,East,Office Supplies,355.31,69.79
2023-10-05,South,Office Supplies,132.56,6.9
2023-10-05,East,Furniture,1398.9299999999998,226.14000000000001
2023-10-05,West,Technology,896.23,96.33
2023-10-05,Central,Furniture,204.71,55.03
2023-10-05,Central,Technology,483.84,124.57
2023-10-06,East,Furniture,559.99,62.9
2023-10-06,Central,Office Supplies,570.89,60.2
2023-10-06,West,Furniture,276.58,45.13
2023-10-06,Central,Furniture,139.52,18.7
2023-10-06,West,Technology,2266.12,383.53000000000003
2023-10-06,South,Office Supplies,627.48,86.66
2023-10-06,South,Technology,958.57,155.89
2023-10-06,Central,Technology,1237.04,226.85999999999999
2023-10-07,Central,Technology,890.51,174.65
2023-10-07,West,Office Supplies,869.51,96.76
2023-10-07,West,Furniture,435.19,70.14
2023-10-07,Central,Furniture,431.88,53.559999999999995
